year,month,state,totals,Population,Totals per 1000,Pres Election,Sitting President,Mass Shooting,Real GDP,GDP per capita,Urban
2017,8,California,130901,39358497,3.32586379,1,0,0,2541769.3,64580,95
2017,8,Colorado,37150,5611885,6.61987906,1,0,0,329960.6,58797,86.2
2017,8,Connecticut,14019,3573297,3.923267503,1,0,0,247358.5,69224,88
2017,8,Delaware,3509,956823,3.667344953,1,0,0,60801.2,63545,83.3
2017,8,District of Columbia,80,694906,0.115123484,1,0,0,120898.9,173979,100
2017,8,Florida,96664,20963613,4.611037229,0,0,0,912966.2,43550,91.2
2017,8,Georgia,38830,10410330,3.729949003,0,0,0,524874.7,50419,75.1
2017,8,Hawaii,1079,1424393,0.757515658,1,0,0,78941.6,55421,91.9
2017,8,Idaho,13341,1717715,7.766713337,0,0,0,66980.5,38994,70.6
2017,8,Illinois,126921,12778828,9.932131491,1,0,0,755594.7,59129,88.5
2017,8,Indiana,47649,6658078,7.156569809,0,0,0,325841.7,48939,72.4
2017,8,Iowa,9416,3141550,2.997246582,0,0,0,170182.7,54172,64
2017,8,Kansas,13097,2908718,4.502670936,0,0,0,155407.9,53428,74.2
2017,8,Kentucky,394718,4452268,88.65548974,0,0,0,185866.5,41746,58.4
2017,8,Louisiana,24694,4670560,5.287160426,0,0,0,233774.4,50053,73.2
2017,8,Maine,7751,1334612,5.807680434,1,0,0,56662.6,42456,38.7
2017,8,Maryland,11561,6023868,1.919198761,1,0,0,366680.5,60871,87.2
2017,8,Massachusetts,16258,6859789,2.370043743,1,0,0,484413.8,70616,92
2017,8,Michigan,39255,9973114,3.936082552,0,0,0,457764.9,45900,74.6
2017,8,Minnesota,46613,5566230,8.374249717,1,0,0,328696.1,59052,73.3
2017,8,Mississippi,21963,2988510,7.349147234,0,0,0,101642.1,34011,49.4
2017,8,Missouri,37449,6106670,6.132474819,0,0,0,282174.2,46208,70.4
2017,8,Montana,9618,1052482,9.138398566,0,0,0,45910.5,43621,55.9
2017,8,Nebraska,5209,1915947,2.718759966,0,0,0,114480.9,59752,73.1
2017,8,Nevada,9035,2969905,3.042184851,1,0,0,145699.9,49059,94.2
2017,8,New Hampshire,9313,1348787,6.90472254,1,0,0,74107.3,54944,60.3
2017,8,New Jersey,7443,8885525,0.8376545,1,0,0,537045.1,60440,94.7
2017,8,New Mexico,11690,2091784,5.588531129,1,0,0,89032,42563,77.4
2017,8,New York,28779,19589572,1.469097947,1,0,0,1419583.6,72466,87.9
2017,8,North Carolina,41122,10268233,4.004778622,0,0,0,496726.5,48375,66.1
2017,8,North Dakota,4874,754942,6.456125106,0,0,0,54083.1,71639,59.9
2017,8,Ohio,51103,11659650,4.38289314,0,0,0,590738.9,50665,77.9
2017,8,Oklahoma,24061,3931316,6.120342399,0,0,0,194256,49412,66.2
2017,8,Oregon,24904,4143625,6.010196386,1,0,0,205744.8,49653,81
2017,8,Pennsylvania,79020,12787641,6.179404004,0,0,0,694236.5,54290,78.7
2017,8,Rhode Island,1718,1055673,1.627397878,1,0,0,52608.8,49834,90.7
2017,8,South Carolina,31663,5021268,6.305777744,0,0,0,202494.3,40327,66.3
2017,8,South Dakota,6686,872868,7.659806523,0,0,0,45878.2,52560,56.7
2017,8,Tennessee,49945,6708799,7.444700609,0,0,0,318412,47462,66.4
2017,8,Texas,110946,28295273,3.92100829,0,0,0,1664218.5,58816,84.7
2017,8,Utah,22010,3101042,7.097614286,0,0,0,154367.3,49779,90.6
2017,8,Vermont,2676,624344,4.286098689,1,0,0,29500.9,47251,38.9
2017,8,Virginia,39114,8463587,4.621444785,1,0,0,466724.8,55145,75.5
2017,8,Washington,42120,7423362,5.673978987,1,0,0,482824.1,65041,84.1
2017,8,West Virginia,14770,1817004,8.128765814,0,0,0,71459.4,39328,48.7
2017,8,Wisconsin,40924,5790186,7.06782131,0,0,0,292311.2,50484,70.2
2017,8,Wyoming,4111,578931,7.101018947,0,0,0,37429.1,64652,64.8
2017,7,Alabama,31474,4874486,6.456885916,0,0,0,197566.6,40531,59
2017,7,Alaska,6487,739700,8.769771529,0,0,0,54129.5,73178,66
2017,7,Arizona,25714,7044008,3.650478534,0,0,0,302455.4,42938,89.8
2017,7,Arkansas,14015,3001345,4.669573141,0,0,0,113885.2,37945,56.2
2017,7,California,114595,39358497,2.911569514,1,0,0,2541769.3,64580,95
2017,7,Colorado,33811,5611885,6.024891814,1,0,0,329960.6,58797,86.2
2017,7,Connecticut,14525,3573297,4.064873421,1,0,0,247358.5,69224,88
2017,7,Delaware,2981,956823,3.115518753,1,0,0,60801.2,63545,83.3
2017,7,District of Columbia,68,694906,0.097854962,1,0,0,120898.9,173979,100
2017,7,Florida,92822,20963613,4.427767294,0,0,0,912966.2,43550,91.2
2017,7,Georgia,35085,10410330,3.370210166,0,0,0,524874.7,50419,75.1
2017,7,Hawaii,1109,1424393,0.778577261,1,0,0,78941.6,55421,91.9
2017,7,Idaho,11871,1717715,6.91092527,0,0,0,66980.5,38994,70.6
2017,7,Illinois,108000,12778828,8.451479275,1,0,0,755594.7,59129,88.5
2017,7,Indiana,47145,6658078,7.080872288,0,0,0,325841.7,48939,72.4
2017,7,Iowa,8801,3141550,2.801483344,0,0,0,170182.7,54172,64
2017,7,Kansas,13775,2908718,4.735763316,0,0,0,155407.9,53428,74.2
2017,7,Kentucky,390494,4452268,87.70675979,0,0,0,185866.5,41746,58.4
2017,7,Louisiana,20454,4670560,4.379346374,0,0,0,233774.4,50053,73.2
2017,7,Maine,5837,1334612,4.37355576,1,0,0,56662.6,42456,38.7
2017,7,Maryland,10088,6023868,1.67467149,1,0,0,366680.5,60871,87.2
2017,7,Massachusetts,12900,6859789,1.880524314,1,0,0,484413.8,70616,92
2017,7,Michigan,33378,9973114,3.346798202,0,0,0,457764.9,45900,74.6
2017,7,Minnesota,41186,5566230,7.399263056,1,0,0,328696.1,59052,73.3
2017,7,Mississippi,14388,2988510,4.814439303,0,0,0,101642.1,34011,49.4
2017,7,Missouri,32415,6106670,5.30813029,0,0,0,282174.2,46208,70.4
2017,7,Montana,7890,1052482,7.496565262,0,0,0,45910.5,43621,55.9
2017,7,Nebraska,4266,1915947,2.226575161,0,0,0,114480.9,59752,73.1
2017,7,Nevada,8310,2969905,2.798069299,1,0,0,145699.9,49059,94.2
2017,7,New Hampshire,8333,1348787,6.178143769,1,0,0,74107.3,54944,60.3
2017,7,New Jersey,7034,8885525,0.79162458,1,0,0,537045.1,60440,94.7
2017,7,New Mexico,10580,2091784,5.057883606,1,0,0,89032,42563,77.4
2017,7,New York,25576,19589572,1.305592588,1,0,0,1419583.6,72466,87.9
2017,7,North Carolina,34784,10268233,3.387535129,0,0,0,496726.5,48375,66.1
2017,7,North Dakota,4136,754942,5.478566565,0,0,0,54083.1,71639,59.9
2017,7,Ohio,49432,11659650,4.239578375,0,0,0,590738.9,50665,77.9
2017,7,Oklahoma,20738,3931316,5.275078371,0,0,0,194256,49412,66.2
2017,7,Oregon,23239,4143625,5.60837431,1,0,0,205744.8,49653,81
2017,7,Pennsylvania,73654,12787641,5.759780088,0,0,0,694236.5,54290,78.7
2017,7,Rhode Island,1646,1055673,1.55919494,1,0,0,52608.8,49834,90.7
2017,7,South Carolina,26567,5021268,5.290894651,0,0,0,202494.3,40327,66.3
2017,7,South Dakota,6068,872868,6.95179569,0,0,0,45878.2,52560,56.7
2017,7,Tennessee,52643,6708799,7.846859028,0,0,0,318412,47462,66.4
2017,7,Texas,98338,28295273,3.475421495,0,0,0,1664218.5,58816,84.7
2017,7,Utah,17925,3101042,5.780315133,0,0,0,154367.3,49779,90.6
2017,7,Vermont,2275,624344,3.643824558,1,0,0,29500.9,47251,38.9
2017,7,Virginia,36183,8463587,4.275137716,1,0,0,466724.8,55145,75.5
2017,7,Washington,38369,7423362,5.16868233,1,0,0,482824.1,65041,84.1
2017,7,West Virginia,13970,1817004,7.688480598,0,0,0,71459.4,39328,48.7
2017,7,Wisconsin,32846,5790186,5.672702051,0,0,0,292311.2,50484,70.2
2017,7,Wyoming,3398,578931,5.869438672,0,0,0,37429.1,64652,64.8
2017,6,Alabama,35687,4874486,7.321182172,0,0,0,197566.6,40531,59
2017,6,Alaska,6353,739700,8.588617007,0,0,0,54129.5,73178,66
2017,6,Arizona,28359,7044008,4.025974985,0,0,0,302455.4,42938,89.8
2017,6,Arkansas,16614,3001345,5.535518243,0,0,0,113885.2,37945,56.2
2017,6,California,130187,39358497,3.307722853,1,0,0,2541769.3,64580,95
2017,6,Colorado,36459,5611885,6.496747528,1,0,0,329960.6,58797,86.2
2017,6,Connecticut,16504,3573297,4.618703679,1,0,0,247358.5,69224,88
2017,6,Delaware,3634,956823,3.797985625,1,0,0,60801.2,63545,83.3
2017,6,District of Columbia,74,694906,0.106489223,1,0,0,120898.9,173979,100
2017,6,Florida,100508,20963613,4.794402568,0,0,1,912966.2,43550,91.2
2017,6,Georgia,39874,10410330,3.830234008,0,0,0,524874.7,50419,75.1
2017,6,Hawaii,1083,1424393,0.760323871,1,0,0,78941.6,55421,91.9
2017,6,Idaho,20241,1717715,11.78367773,0,0,0,66980.5,38994,70.6
2017,6,Illinois,113889,12778828,8.912319659,1,0,0,755594.7,59129,88.5
2017,6,Indiana,49689,6658078,7.462964537,0,0,0,325841.7,48939,72.4
2017,6,Iowa,8352,3141550,2.658560265,0,0,0,170182.7,54172,64
2017,6,Kansas,13485,2908718,4.636063035,0,0,0,155407.9,53428,74.2
2017,6,Kentucky,392002,4452268,88.04546357,0,0,0,185866.5,41746,58.4
2017,6,Louisiana,23497,4670560,5.030874242,0,0,0,233774.4,50053,73.2
2017,6,Maine,6474,1334612,4.850848037,1,0,0,56662.6,42456,38.7
2017,6,Maryland,10945,6023868,1.816938884,1,0,0,366680.5,60871,87.2
2017,6,Massachusetts,15841,6859789,2.309254702,1,0,0,484413.8,70616,92
2017,6,Michigan,37088,9973114,3.718798361,0,0,0,457764.9,45900,74.6
2017,6,Minnesota,44775,5566230,8.044044174,1,0,0,328696.1,59052,73.3
2017,6,Mississippi,17154,2988510,5.739984139,0,0,0,101642.1,34011,49.4
2017,6,Missouri,36752,6106670,6.018337326,0,0,0,282174.2,46208,70.4
2017,6,Montana,9901,1052482,9.407286775,0,0,0,45910.5,43621,55.9
2017,6,Nebraska,4265,1915947,2.226053226,0,0,0,114480.9,59752,73.1
2017,6,Nevada,10602,2969905,3.569811156,1,0,0,145699.9,49059,94.2
2017,6,New Hampshire,9184,1348787,6.809081048,1,0,0,74107.3,54944,60.3
2017,6,New Jersey,7790,8885525,0.876706779,1,0,0,537045.1,60440,94.7
2017,6,New Mexico,11398,2091784,5.448937366,1,0,0,89032,42563,77.4
2017,6,New York,27677,19589572,1.412843527,1,0,0,1419583.6,72466,87.9
2017,6,North Carolina,39169,10268233,3.814580366,0,0,0,496726.5,48375,66.1
2017,6,North Dakota,4939,754942,6.542224436,0,0,0,54083.1,71639,59.9
2017,6,Ohio,53164,11659650,4.559656593,0,0,0,590738.9,50665,77.9
2017,6,Oklahoma,24632,3931316,6.265586384,0,0,0,194256,49412,66.2
2017,6,Oregon,27103,4143625,6.540891128,1,0,0,205744.8,49653,81
2017,6,Pennsylvania,76201,12787641,5.958956777,0,0,0,694236.5,54290,78.7
2017,6,Rhode Island,1899,1055673,1.798852486,1,0,0,52608.8,49834,90.7
2017,6,South Carolina,32995,5021268,6.571049384,0,0,0,202494.3,40327,66.3
2017,6,South Dakota,6704,872868,7.680428198,0,0,0,45878.2,52560,56.7
2017,6,Tennessee,52959,6708799,7.893961348,0,0,0,318412,47462,66.4
2017,6,Texas,118091,28295273,4.173523966,0,0,0,1664218.5,58816,84.7
2017,6,Utah,22138,3101042,7.138890734,0,0,0,154367.3,49779,90.6
2017,6,Vermont,2382,624344,3.815204439,1,0,0,29500.9,47251,38.9
2017,6,Virginia,36838,8463587,4.352528071,1,0,0,466724.8,55145,75.5
2017,6,Washington,46023,7423362,6.199751541,1,0,0,482824.1,65041,84.1
2017,6,West Virginia,14498,1817004,7.979068841,0,0,0,71459.4,39328,48.7
2017,6,Wisconsin,36267,5790186,6.263529358,0,0,0,292311.2,50484,70.2
2017,6,Wyoming,3975,578931,6.866103214,0,0,0,37429.1,64652,64.8
2017,5,Alabama,33331,4874486,6.83784916,0,0,0,197566.6,40531,59
2017,5,Alaska,6442,739700,8.708936055,0,0,0,54129.5,73178,66
2017,5,Arizona,28734,7044008,4.079211722,0,0,0,302455.4,42938,89.8
2017,5,Arkansas,16749,3001345,5.580498077,0,0,0,113885.2,37945,56.2
2017,5,California,129307,39358497,3.285364276,1,0,0,2541769.3,64580,95
2017,5,Colorado,36008,5611885,6.416382374,1,0,0,329960.6,58797,86.2
2017,5,Connecticut,16149,3573297,4.519355654,1,0,0,247358.5,69224,88
2017,5,Delaware,4012,956823,4.193043018,1,0,0,60801.2,63545,83.3
2017,5,District of Columbia,82,694906,0.118001571,1,0,0,120898.9,173979,100
2017,5,Florida,96556,20963613,4.605885445,0,0,0,912966.2,43550,91.2
2017,5,Georgia,36905,10410330,3.545036517,0,0,0,524874.7,50419,75.1
2017,5,Hawaii,1117,1424393,0.784193688,1,0,0,78941.6,55421,91.9
2017,5,Idaho,13065,1717715,7.606034761,0,0,0,66980.5,38994,70.6
2017,5,Illinois,121746,12778828,9.527164776,1,0,0,755594.7,59129,88.5
2017,5,Indiana,54347,6658078,8.162565834,0,0,0,325841.7,48939,72.4
2017,5,Iowa,10232,3141550,3.256990976,0,0,0,170182.7,54172,64
2017,5,Kansas,12337,2908718,4.241387443,0,0,0,155407.9,53428,74.2
2017,5,Kentucky,391740,4452268,87.98661716,0,0,0,185866.5,41746,58.4
2017,5,Louisiana,21311,4670560,4.562836148,0,0,0,233774.4,50053,73.2
2017,5,Maine,7200,1334612,5.394826362,1,0,0,56662.6,42456,38.7
2017,5,Maryland,11660,6023868,1.935633384,1,0,0,366680.5,60871,87.2
2017,5,Massachusetts,16651,6859789,2.427334135,1,0,0,484413.8,70616,92
2017,5,Michigan,38548,9973114,3.865191955,0,0,0,457764.9,45900,74.6
2017,5,Minnesota,55570,5566230,9.983417861,1,0,0,328696.1,59052,73.3
2017,5,Mississippi,15680,2988510,5.246761764,0,0,0,101642.1,34011,49.4
2017,5,Missouri,34965,6106670,5.725706482,0,0,0,282174.2,46208,70.4
2017,5,Montana,9418,1052482,8.948371564,0,0,0,45910.5,43621,55.9
2017,5,Nebraska,5025,1915947,2.622723906,0,0,0,114480.9,59752,73.1
2017,5,Nevada,9803,2969905,3.300778981,1,0,0,145699.9,49059,94.2
2017,5,New Hampshire,8868,1348787,6.574796465,1,0,0,74107.3,54944,60.3
2017,5,New Jersey,8694,8885525,0.97844528,1,0,0,537045.1,60440,94.7
2017,5,New Mexico,11291,2091784,5.397784857,1,0,0,89032,42563,77.4
2017,5,New York,31294,19589572,1.597482579,1,0,0,1419583.6,72466,87.9
2017,5,North Carolina,39413,10268233,3.838342975,0,0,0,496726.5,48375,66.1
2017,5,North Dakota,4654,754942,6.164711991,0,0,0,54083.1,71639,59.9
2017,5,Ohio,56229,11659650,4.822528978,0,0,0,590738.9,50665,77.9
2017,5,Oklahoma,22693,3931316,5.772367319,0,0,0,194256,49412,66.2
2017,5,Oregon,26466,4143625,6.387161,1,0,0,205744.8,49653,81
2017,5,Pennsylvania,79725,12787641,6.234535361,0,0,0,694236.5,54290,78.7
2017,5,Rhode Island,1883,1055673,1.783696277,1,0,0,52608.8,49834,90.7
2017,5,South Carolina,31248,5021268,6.223129297,0,0,0,202494.3,40327,66.3
2017,5,South Dakota,7004,872868,8.024122777,0,0,0,45878.2,52560,56.7
2017,5,Tennessee,57763,6708799,8.610035865,0,0,0,318412,47462,66.4
2017,5,Texas,109732,28295273,3.878103597,0,0,0,1664218.5,58816,84.7
2017,5,Utah,23844,3101042,7.689028398,0,0,0,154367.3,49779,90.6
2017,5,Vermont,2577,624344,4.127532258,1,0,0,29500.9,47251,38.9
2017,5,Virginia,36007,8463587,4.254342751,1,0,0,466724.8,55145,75.5
2017,5,Washington,45816,7423362,6.171866602,1,0,0,482824.1,65041,84.1
2017,5,West Virginia,15085,1817004,8.302128119,0,0,0,71459.4,39328,48.7
2017,5,Wisconsin,37888,5790186,6.543485822,0,0,0,292311.2,50484,70.2
2017,5,Wyoming,4128,578931,7.130383414,0,0,0,37429.1,64652,64.8
2017,4,Alabama,32652,4874486,6.698552422,0,0,0,197566.6,40531,59
2017,4,Alaska,6983,739700,9.440313641,0,0,0,54129.5,73178,66
2017,4,Arizona,32052,7044008,4.550250369,0,0,0,302455.4,42938,89.8
2017,4,Arkansas,16452,3001345,5.481542442,0,0,0,113885.2,37945,56.2
2017,4,California,132190,39358497,3.358614024,1,0,0,2541769.3,64580,95
2017,4,Colorado,39989,5611885,7.125769683,1,0,0,329960.6,58797,86.2
2017,4,Connecticut,16406,3573297,4.591278027,1,0,0,247358.5,69224,88
2017,4,Delaware,4296,956823,4.489858626,1,0,0,60801.2,63545,83.3
2017,4,District of Columbia,104,694906,0.14966053,1,0,0,120898.9,173979,100
2017,4,Florida,103641,20963613,4.943851997,0,0,0,912966.2,43550,91.2
2017,4,Georgia,37829,10410330,3.63379451,0,0,0,524874.7,50419,75.1
2017,4,Hawaii,888,1424393,0.623423451,1,0,0,78941.6,55421,91.9
2017,4,Idaho,15234,1717715,8.868758787,0,0,0,66980.5,38994,70.6
2017,4,Illinois,135507,12778828,10.60402409,1,0,0,755594.7,59129,88.5
2017,4,Indiana,63298,6658078,9.506947801,0,0,0,325841.7,48939,72.4
2017,4,Iowa,13017,3141550,4.143496045,0,0,0,170182.7,54172,64
2017,4,Kansas,15139,2908718,5.204698427,0,0,0,155407.9,53428,74.2
2017,4,Kentucky,392685,4452268,88.19886853,0,0,0,185866.5,41746,58.4
2017,4,Louisiana,22065,4670560,4.724272892,0,0,0,233774.4,50053,73.2
2017,4,Maine,8115,1334612,6.080418878,1,0,0,56662.6,42456,38.7
2017,4,Maryland,13182,6023868,2.188294963,1,0,0,366680.5,60871,87.2
2017,4,Massachusetts,17866,6859789,2.604453286,1,0,0,484413.8,70616,92
2017,4,Michigan,41939,9973114,4.205206117,0,0,0,457764.9,45900,74.6
2017,4,Minnesota,71484,5566230,12.84244453,1,0,0,328696.1,59052,73.3
2017,4,Mississippi,16803,2988510,5.622534306,0,0,0,101642.1,34011,49.4
2017,4,Missouri,40019,6106670,6.553326117,0,0,0,282174.2,46208,70.4
2017,4,Montana,10293,1052482,9.779739701,0,0,0,45910.5,43621,55.9
2017,4,Nebraska,5745,1915947,2.998517182,0,0,0,114480.9,59752,73.1
2017,4,Nevada,10588,2969905,3.5650972,1,0,0,145699.9,49059,94.2
2017,4,New Hampshire,10792,1348787,8.001263357,1,0,0,74107.3,54944,60.3
2017,4,New Jersey,9119,8885525,1.026275881,1,0,0,537045.1,60440,94.7
2017,4,New Mexico,12748,2091784,6.09431949,1,0,0,89032,42563,77.4
2017,4,New York,33113,19589572,1.690338104,1,0,0,1419583.6,72466,87.9
2017,4,North Carolina,39992,10268233,3.894730476,0,0,0,496726.5,48375,66.1
2017,4,North Dakota,6504,754942,8.615231369,0,0,0,54083.1,71639,59.9
2017,4,Ohio,66800,11659650,5.729159966,0,0,0,590738.9,50665,77.9
2017,4,Oklahoma,27478,3931316,6.989516996,0,0,0,194256,49412,66.2
2017,4,Oregon,27936,4143625,6.741922833,1,0,0,205744.8,49653,81
2017,4,Pennsylvania,85908,12787641,6.718049091,0,0,0,694236.5,54290,78.7
2017,4,Rhode Island,2133,1055673,2.020512034,1,0,0,52608.8,49834,90.7
2017,4,South Carolina,30218,5021268,6.018001827,0,0,0,202494.3,40327,66.3
2017,4,South Dakota,7857,872868,9.001361031,0,0,0,45878.2,52560,56.7
2017,4,Tennessee,57852,6708799,8.623302025,0,0,0,318412,47462,66.4
2017,4,Texas,109961,28295273,3.886196822,0,0,0,1664218.5,58816,84.7
2017,4,Utah,23177,3101042,7.473939405,0,0,0,154367.3,49779,90.6
2017,4,Vermont,3818,624344,6.115218533,1,0,0,29500.9,47251,38.9
2017,4,Virginia,48631,8463587,5.745908915,1,0,0,466724.8,55145,75.5
2017,4,Washington,47895,7423362,6.451928385,1,0,0,482824.1,65041,84.1
2017,4,West Virginia,16988,1817004,9.349456578,0,0,0,71459.4,39328,48.7
2017,4,Wisconsin,45872,5790186,7.922370715,0,0,0,292311.2,50484,70.2
2017,4,Wyoming,4269,578931,7.373935754,0,0,0,37429.1,64652,64.8
2017,3,Alabama,48769,4874486,10.00495232,0,0,0,197566.6,40531,59
2017,3,Alaska,6971,739700,9.424090848,0,0,0,54129.5,73178,66
2017,3,Arizona,38170,7044008,5.418789984,0,0,0,302455.4,42938,89.8
2017,3,Arkansas,23290,3001345,7.759854332,0,0,0,113885.2,37945,56.2
2017,3,California,146592,39358497,3.724532469,1,0,0,2541769.3,64580,95
2017,3,Colorado,45645,5611885,8.133630678,1,0,0,329960.6,58797,86.2
2017,3,Connecticut,18787,3573297,5.257609429,1,0,0,247358.5,69224,88
2017,3,Delaware,5527,956823,5.776407967,1,0,0,60801.2,63545,83.3
2017,3,District of Columbia,111,694906,0.159733835,1,0,0,120898.9,173979,100
2017,3,Florida,122716,20963613,5.853761945,0,0,0,912966.2,43550,91.2
2017,3,Georgia,57235,10410330,5.497904485,0,0,0,524874.7,50419,75.1
2017,3,Hawaii,1090,1424393,0.765238245,1,0,0,78941.6,55421,91.9
2017,3,Idaho,16675,1717715,9.707663961,0,0,0,66980.5,38994,70.6
2017,3,Illinois,163728,12778828,12.81244258,1,0,0,755594.7,59129,88.5
2017,3,Indiana,79624,6658078,11.95900679,0,0,0,325841.7,48939,72.4
2017,3,Iowa,20026,3141550,6.374560329,0,0,0,170182.7,54172,64
2017,3,Kansas,17891,2908718,6.150819708,0,0,0,155407.9,53428,74.2
2017,3,Kentucky,397959,4452268,89.38343334,0,0,0,185866.5,41746,58.4
2017,3,Louisiana,29310,4670560,6.275478743,0,0,0,233774.4,50053,73.2
2017,3,Maine,9632,1334612,7.217078821,1,0,0,56662.6,42456,38.7
2017,3,Maryland,15769,6023868,2.617753244,1,0,0,366680.5,60871,87.2
2017,3,Massachusetts,21059,6859789,3.069919498,1,0,0,484413.8,70616,92
2017,3,Michigan,54452,9973114,5.459879432,0,0,0,457764.9,45900,74.6
2017,3,Minnesota,77749,5566230,13.96798192,1,0,0,328696.1,59052,73.3
2017,3,Mississippi,24421,2988510,8.171630679,0,0,0,101642.1,34011,49.4
2017,3,Missouri,52928,6106670,8.667244177,0,0,0,282174.2,46208,70.4
2017,3,Montana,12396,1052482,11.77787364,0,0,0,45910.5,43621,55.9
2017,3,Nebraska,7337,1915947,3.829437871,0,0,0,114480.9,59752,73.1
2017,3,Nevada,14158,2969905,4.767155852,1,0,0,145699.9,49059,94.2
2017,3,New Hampshire,13529,1348787,10.03049407,1,0,0,74107.3,54944,60.3
2017,3,New Jersey,10993,8885525,1.237180696,1,0,0,537045.1,60440,94.7
2017,3,New Mexico,14963,2091784,7.153224233,1,0,0,89032,42563,77.4
2017,3,New York,35608,19589572,1.817701785,1,0,0,1419583.6,72466,87.9
2017,3,North Carolina,55574,10268233,5.412226232,0,0,0,496726.5,48375,66.1
2017,3,North Dakota,6461,754942,8.558273351,0,0,0,54083.1,71639,59.9
2017,3,Ohio,81153,11659650,6.960157466,0,0,0,590738.9,50665,77.9
2017,3,Oklahoma,30518,3931316,7.762794952,0,0,0,194256,49412,66.2
2017,3,Oregon,32423,4143625,7.824791095,1,0,0,205744.8,49653,81
2017,3,Pennsylvania,110334,12787641,8.628174657,0,0,0,694236.5,54290,78.7
2017,3,Rhode Island,2553,1055673,2.418362504,1,0,0,52608.8,49834,90.7
2017,3,South Carolina,43113,5021268,8.586078258,0,0,0,202494.3,40327,66.3
2017,3,South Dakota,9770,872868,11.1929868,0,0,0,45878.2,52560,56.7
2017,3,Tennessee,74655,6708799,11.12792319,0,0,0,318412,47462,66.4
2017,3,Texas,144270,28295273,5.098731509,0,0,0,1664218.5,58816,84.7
2017,3,Utah,26941,3101042,8.687724965,0,0,0,154367.3,49779,90.6
2017,3,Vermont,4051,624344,6.488410235,1,0,0,29500.9,47251,38.9
2017,3,Virginia,49368,8463587,5.832987834,1,0,0,466724.8,55145,75.5
2017,3,Washington,58069,7423362,7.822466424,1,0,0,482824.1,65041,84.1
2017,3,West Virginia,22529,1817004,12.39898206,0,0,0,71459.4,39328,48.7
2017,3,Wisconsin,58739,5790186,10.14457912,0,0,1,292311.2,50484,70.2
2017,3,Wyoming,5315,578931,9.180714109,0,0,0,37429.1,64652,64.8
2017,2,Alabama,46251,4874486,9.488385032,0,0,0,197566.6,40531,59
2017,2,Alaska,5917,739700,7.99918886,0,0,0,54129.5,73178,66
2017,2,Arizona,37388,7044008,5.307773643,0,0,0,302455.4,42938,89.8
2017,2,Arkansas,22548,3001345,7.512631837,0,0,0,113885.2,37945,56.2
2017,2,California,129885,39358497,3.300049796,1,0,0,2541769.3,64580,95
2017,2,Colorado,43577,5611885,7.765127047,1,0,0,329960.6,58797,86.2
2017,2,Connecticut,15209,3573297,4.256293278,1,0,0,247358.5,69224,88
2017,2,Delaware,5066,956823,5.294605167,1,0,0,60801.2,63545,83.3
2017,2,District of Columbia,93,694906,0.133831051,1,0,0,120898.9,173979,100
2017,2,Florida,117892,20963613,5.623648939,0,0,0,912966.2,43550,91.2
2017,2,Georgia,53177,10410330,5.108099359,0,0,0,524874.7,50419,75.1
2017,2,Hawaii,1037,1424393,0.728029413,1,0,0,78941.6,55421,91.9
2017,2,Idaho,14936,1717715,8.695272499,0,0,0,66980.5,38994,70.6
2017,2,Illinois,139697,12778828,10.93191019,1,0,0,755594.7,59129,88.5
2017,2,Indiana,136193,6658078,20.45530257,0,0,0,325841.7,48939,72.4
2017,2,Iowa,15025,3141550,4.782670975,0,0,0,170182.7,54172,64
2017,2,Kansas,19211,2908718,6.604627881,0,0,0,155407.9,53428,74.2
2017,2,Kentucky,313748,4452268,70.46925297,0,0,0,185866.5,41746,58.4
2017,2,Louisiana,27684,4670560,5.927340619,0,0,0,233774.4,50053,73.2
2017,2,Maine,7731,1334612,5.792694806,1,0,0,56662.6,42456,38.7
2017,2,Maryland,14852,6023868,2.465525473,1,0,0,366680.5,60871,87.2
2017,2,Massachusetts,18130,6859789,2.642938434,1,0,0,484413.8,70616,92
2017,2,Michigan,48382,9973114,4.851243052,0,0,0,457764.9,45900,74.6
2017,2,Minnesota,62051,5566230,11.14776069,1,0,0,328696.1,59052,73.3
2017,2,Mississippi,24043,2988510,8.045146243,0,0,1,101642.1,34011,49.4
2017,2,Missouri,50850,6106670,8.32696052,0,0,0,282174.2,46208,70.4
2017,2,Montana,10386,1052482,9.868102257,0,0,0,45910.5,43621,55.9
2017,2,Nebraska,7122,1915947,3.717221823,0,0,0,114480.9,59752,73.1
2017,2,Nevada,11765,2969905,3.961406173,1,0,0,145699.9,49059,94.2
2017,2,New Hampshire,12282,1348787,9.105959651,1,0,0,74107.3,54944,60.3
2017,2,New Jersey,9601,8885525,1.08052141,1,0,0,537045.1,60440,94.7
2017,2,New Mexico,15364,2091784,7.344926627,1,0,0,89032,42563,77.4
2017,2,New York,31910,19589572,1.628927881,1,0,0,1419583.6,72466,87.9
2017,2,North Carolina,51627,10268233,5.027836825,0,0,0,496726.5,48375,66.1
2017,2,North Dakota,6193,754942,8.203279192,0,0,0,54083.1,71639,59.9
2017,2,Ohio,74257,11659650,6.368716042,0,0,0,590738.9,50665,77.9
2017,2,Oklahoma,30840,3931316,7.844701367,0,0,0,194256,49412,66.2
2017,2,Oregon,29183,4143625,7.042867055,1,0,0,205744.8,49653,81
2017,2,Pennsylvania,95585,12787641,7.47479539,0,0,0,694236.5,54290,78.7
